url,name,book_table,rate,votes,phone,location,approx_cost(for two people),cuisines,rest_type
https://www.zomato.com/pune/shreya-lunch-home-and-fast-food-tilak-road,Shreya Lunch Home And Fast Food,0,3.2,Based on 7 votes,+91 7276373041,Tilak Road,₹300,Chinese,Quick Bites
https://www.zomato.com/pune/vaishnavi-restaurant-bar-old-mumbai-pune-highway,Vaishnavi Restaurant & Bar,0,3.5,21  votes,+91 9168834834,Old Mumbai-Pune Highway,₹800,"North Indian, Chinese, Malwani, Kebab",Casual Dining
https://www.zomato.com/the-eggs-factor-food-truck,The Eggs Factor,0,3.6,128  votes,+91 9075399227,KP and Kalyani,₹300,Fast Food,Food Truck
https://www.zomato.com/pune/cafe-corner-momos-model-colony,Cafe Corner & Momo's,0,3.3,Based on 12 votes,+91 9766057778 +91 9850438790,Model Colony,₹250,"Fast Food, Street Food, Momos",Quick Bites
https://www.zomato.com/pune/pushkaraj-garden-katraj,Pushkaraj Garden,0,3.3,42  votes,+91 7775085999 020 24360435,Katraj,₹850,"North Indian, Mughlai, Chinese",Casual Dining
https://www.zomato.com/pune/golden-cafe-bhosari,Golden Cafe,0,3.6,52  votes,+91 9881234770,Bhosari,₹500,"Cafe, Fast Food",Café
https://www.zomato.com/pune/royal-palace-wakad,Royal Palace,0,3.7,116  votes,+91 9766423333,Hinjawadi,₹700,"North Indian, Chinese",Casual Dining
https://www.zomato.com/pune/rassam-idli-deccan-gymkhana,Rassam Idli,0,2.6,113  votes,00 866967994,Deccan Gymkhana,₹250,"South Indian, Fast Food, Chinese",Quick Bites
https://www.zomato.com/pune/hotel-tilak-tilak-road,Hotel Tilak,0,4.2,155  votes,+91 9921336622 020 24336622,Tilak Road,₹350,Street Food,Quick Bites
https://www.zomato.com/pune/making-memories-cafe-ravet,Making Memories Cafe,0,3.5,15  votes,+91 9309129960,Ravet,₹200,"Fast Food, Chinese",Quick Bites
https://www.zomato.com/pune/sarthak-family-restaurant-wakad,Sarthak Family Restaurant,0,3.6,559  votes,+91 9822664446,Wakad,₹700,"North Indian, Chinese, Biryani, Kebab, Beverages",Casual Dining
https://www.zomato.com/pune/milan-khanawal-dhankawadi,Milan Khanawal,0,3.5,Based on 6 votes,+91 7028179864,Dhankawadi,₹400,"Maharashtrian, North Indian",Quick Bites
https://www.zomato.com/pune/kalpana-bhel-snacks-center-parvati,Kalpana Bhel Snacks Center,0,-,0,+91 9850757502,Parvati,₹300,Fast Food,Quick Bites
https://www.zomato.com/pune/the-classroom-cafe-bavdhan,The Classroom Cafe,0,3.7,58  votes,+91 8275577161 +91 9922817161,Bavdhan,₹300,Fast Food,Quick Bites
https://www.zomato.com/pune/apple-5-pimple-nilakh,Apple 5,0,3.9,247  votes,+91 9175150155 +91 8421955095,Pimple Nilakh,₹600,"Italian, Continental, Chinese, Rolls",Casual Dining
https://www.zomato.com/pune/misal-darbar-pimpri,Misal Darbar,0,3.2,Based on 6 votes,+91 9921124434,Pimpri,₹200,Street Food,Quick Bites
https://www.zomato.com/pune/panchvati-by-panchratna-dhole-patil-road,Panchvati by Panchratna,0,3.7,64  votes,020 26059999 +91 9765010497,Dhole Patil Road,"₹1,200","North Indian, Mughlai, Goan","Casual Dining, Bar"
https://www.zomato.com/pune/cafe-detour-bavdhan,Cafe Detour,0,3.8,Based on 51 votes,080 46972028,Bavdhan,₹400,"Cafe, Continental, Fast Food, Desserts, Beverages",Café
https://www.zomato.com/pune/konkan-fish-karve-nagar,Konkan Fish,0,3.4,33  votes,020 25430614 +91 9422536007,Karve Nagar,₹300,"Konkan, Seafood",Casual Dining
https://www.zomato.com/pune/cafe-rolla-costa-fc-road,Cafe Rolla Costa,0,3.5,313  votes,020 25539666 +91 9975884032,FC Road,₹300,"Fast Food, Italian, Rolls",Quick Bites
https://www.zomato.com/pune/joost-smoothie-juice-bars-koregaon-park,Joost Smoothie & Juice Bars,0,3.5,Based on 24 votes,+91 7400025707,Koregaon Park,₹150,"Juices, Beverages, Healthy Food",Beverage Shop
https://www.zomato.com/pune/deep-bar-restaurant-pimpri,Deep Bar & Restaurant,0,-,0,+91 9823511252 +91 9766618881,Pimpri,₹950,"North Indian, Chinese, Malwani, Seafood",Casual Dining
https://www.zomato.com/pune/samruddhi-garden-pimpri,Samruddhi Garden,0,3.6,35  votes,+91 7057970920 +91 9595295296,Pimpri,₹800,"North Indian, Chinese, Seafood","Casual Dining, Bar"
https://www.zomato.com/pune/vaishali-garden-restaurant-bar-chinchwad,Vaishali Garden Restaurant & Bar,0,3.3,25  votes,020 65109500 +91 9767628996,Chinchwad,₹500,"North Indian, Chinese, Seafood",Casual Dining
https://www.zomato.com/pune/akkashay-bibvewadi,Akkashay,0,3.1,22  votes,020 24410064 020 24410891,Bibvewadi,₹550,"North Indian, Chinese, Seafood, Biryani",Casual Dining
https://www.zomato.com/pune/kp-lounge-koregaon-park,KP Lounge,0,3.3,35  votes,+91 8421553829 +91 9561894176,Koregaon Park,"₹1,300","North Indian, Chinese","Bar, Casual Dining"
https://www.zomato.com/pune/mamta-cafe-pimpri,Mamta Cafe,0,2.5,Based on 60 votes,020 65104686 +91 9922789683,Pimpri,₹300,"Fast Food, South Indian, Rolls",Quick Bites
https://www.zomato.com/pune/babas-family-fine-dine-resto-bar-nigdi,BABA's Family Fine Dine Resto & Bar,0,3.2,53  votes,020 27652228 020 27652222,Nigdi,₹700,"North Indian, Chinese, Seafood, Mughlai","Bar, Casual Dining"
https://www.zomato.com/pune/sai-palace-restaurant-bhosari,Sai Palace Restaurant,0,2.8,Based on 8 votes,020 27121015 020 27124090,Bhosari,₹500,"Chinese, North Indian, South Indian, Fast Food",Casual Dining
https://www.zomato.com/pune/sweets-corner-aundh,Sweets Corner,0,3.2,Based on 20 votes,020 25880569 +91 9561977829,Aundh,₹350,"Chinese, Street Food, North Indian",Quick Bites
https://www.zomato.com/pune/bavdhan-chaupati-bavdhan,Bavdhan Chaupati,0,2.4,157  votes,020 65217492,Bavdhan,₹550,"North Indian, Chinese, Beverages",Casual Dining
https://www.zomato.com/pune/murlidhar-pure-veg-sadashiv-peth,Murlidhar Pure Veg,0,2.8,54  votes,+91 7620282439,Sadashiv Peth,₹450,"North Indian, South Indian, Street Food",Casual Dining
https://www.zomato.com/pune/aryan-restaurant-fc-road,Aryan Restaurant,0,2.5,Based on 84 votes,020 25656511 020 25656512,FC Road,₹600,"Chinese, North Indian, South Indian",Casual Dining
https://www.zomato.com/pune/cook-in-my-kitchen-yerawada,Cook In My Kitchen,0,3.6,Based on 24 votes,+91 9921604000 +91 9921664000,Yerawada,Not Present,"North Indian, Chinese, Kebab","Takeaway, Delivery"
https://www.zomato.com/pune/spice-of-punjab-hadapsar,Spice Of Punjab,0,3.2,Based on 4 votes,+91 9811129139 +91 8851725757,Hadapsar,₹400,North Indian,Quick Bites
https://www.zomato.com/pune/chaap-tikka-house-pimple-saudagar,Chaap & Tikka House,0,3.3,Based on 12 votes,+91 9561788056,Pimple Saudagar,₹250,North Indian,Quick Bites
https://www.zomato.com/pune/little-punjab-mundhwa,Little Punjab,0,2.9,Based on 4 votes,+91 9975675566,Mundhwa,Not Present,"North Indian, Chinese",Delivery
https://www.zomato.com/pune/bistro-cafe-senapati-bapat-road,Bistro Cafe,0,3.0,Based on 6 votes,080 46971995,Senapati Bapat Road,₹400,Cafe,Café
https://www.zomato.com/pune/arirang-restaurant-kharadi,Arirang Restaurant,1,-,0,+91 7263822822,Kharadi,"₹2,000",Korean,Casual Dining
https://www.zomato.com/pune/ande-ka-funda-1-wakad,Ande Ka Funda,0,3.4,Based on 16 votes,+91 8600131417,Wakad,₹100,Street Food,Quick Bites
https://www.zomato.com/pune/ya-raoji-kha-saoji-hadapsar,Ya Raoji Kha Saoji,0,0,0,+91 9975045176,"Magarpatta, Pune Sholapur Rd",Not Present,North Indian,Delivery
https://www.zomato.com/pune/amol-pavbhaji-sinhgad-road,Amol Pavbhaji,0,-,0,+91 9225635994,Sinhgad Road,₹250,"Chinese, Fast Food, Street Food",Quick Bites
https://www.zomato.com/pune/chowpati-natural-kulfi-rasta-peth,Chowpati Natural Kulfi,0,3.3,Based on 10 votes,+91 8888504449,Rasta Peth,₹100,Ice Cream,Kiosk
https://www.zomato.com/pune/patil-misal-house-sinhgad-road,Patil Misal House,0,3.3,Based on 12 votes,+91 7972986003,Sinhgad Road,₹150,Maharashtrian,Quick Bites
https://www.zomato.com/pune/cafe-meet-and-eat-model-colony,Cafe Meet And Eat,0,3.2,Based on 6 votes,+91 7330104104,Model Colony,₹350,"Chinese, Fast Food",Quick Bites
https://www.zomato.com/pune/upsouth-now-viman-nagar,Upsouth Now,0,-,0,+91 9860280061,Viman Nagar,₹300,"South Indian, Maharashtrian",Quick Bites
https://www.zomato.com/pune/frost-and-feather-karve-nagar,Frost And Feather,0,-,0,+91 9527366609 +91 7066228948,Karve Nagar,₹500,Cafe,Café
https://www.zomato.com/pune/anda-mental-bavdhan,Anda Mental,0,-,0,+91 9922201338,Bavdhan,₹250,"Fast Food, Chinese",Quick Bites
https://www.zomato.com/pune/chai-sutta-aur-yaari-narhe,Chai Sutta Aur Yaari,0,0,0,+91 9665991733 +91 9730421733,Narhe,₹300,Fast Food,Quick Bites
https://www.zomato.com/pune/oasis-cafe-ravet,Oasis Cafe,0,-,0,+91 7020656325,Ravet,₹350,"Fast Food, Beverages",Quick Bites
https://www.zomato.com/pune/pingara-chinchwad,Pingara,0,0,0,+91 9922501689,Chinchwad,₹400,"North Indian, Seafood, Chinese, Biryani",Quick Bites
https://www.zomato.com/pune/jagdamb-chicken-bhakri-wakad,Jagdamb Chicken Bhakri,0,0,0,+91 7875331070,Wakad,₹300,Maharashtrian,Quick Bites
https://www.zomato.com/pune/pvr-pimpri,PVR,0,0,0,+91 8669690777,Pimpri,Not Present,"Fast Food, Beverages, Desserts",Delivery
https://www.zomato.com/pune/shree-datta-bhel-1-dhankawadi,Shree Datta Bhel,0,0,0,+91 9028399482,Dhankawadi,₹150,Street Food,Quick Bites
https://www.zomato.com/pune/royal-palm-family-restaurant-and-bar-hadapsar,Royal Palm Family Restaurant And Bar,0,0,0,+91 9604662248,Hadapsar,₹500,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/hotel-sangam-narhe,Hotel Sangam,0,0,0,+91 9673546363,Narhe,₹200,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/khaa-re-mase-bhosari,Khaa Re Mase,0,0,0,+91 9637375335,Bhosari,₹250,"Maharashtrian, Seafood",Quick Bites
https://www.zomato.com/pune/84-east-family-restaurant-bar-chinchwad,84 East Family Restaurant & Bar,0,0,0,+91 9922048484,Chinchwad,"₹1,200","North Indian, Chinese, Continental, Bar Food","Casual Dining, Bar"
https://www.zomato.com/pune/chaha-nashta-by-gk-wadewale-kharadi,Chaha Nashta By GK Wadewale,0,0,0,+91 9423221430,Kharadi,₹200,"Street Food, South Indian",Quick Bites
https://www.zomato.com/pune/juice-destination-wakad,Juice Destination,0,0,0,+91 9407569269,Pimpri Chinchwad Area,₹200,Beverages,Beverage Shop
https://www.zomato.com/pune/green-springs-kondhwa,Green Springs,0,0,0,+91 9146146999,Wanowrie Kondhwa Area,Not Present,North Indian,Delivery
https://www.zomato.com/pune/ruchira-satara-road,Ruchira,0,-,0,+91 8830243423,Satara Road,₹150,North Indian,Quick Bites
https://www.zomato.com/pune/the-happy-cafe-kothrud,The Happy Cafe,0,3.1,Based on 4 votes,+91 9764945968 +91 9561698201,Kothrud,₹400,"Fast Food, Ice Cream, Beverages",Quick Bites
https://www.zomato.com/pune/vaishnavi-cafe-sinhgad-road,Vaishnavi Cafe,0,-,0,+91 9604354555,Sinhgad Road,₹400,"Fast Food, Beverages",Quick Bites
https://www.zomato.com/pune/mumbai-zaika-pimpri,Mumbai Zaika,0,3.3,99  votes,+91 7522916110,Pimpri,₹400,"North Indian, Biryani",Quick Bites
https://www.zomato.com/pune/sudama-bhel-chandan-nagar,Sudama Bhel,0,3.4,Based on 17 votes,+91 8605590491 +91 9075160616,Chandan Nagar,₹150,Street Food,Quick Bites
https://www.zomato.com/pune/protiens-greens-baner,Protiens & Greens,0,2.9,Based on 30 votes,+91 8007399969 +91 8007999969,Baner,₹300,Healthy Food,Quick Bites
https://www.zomato.com/pune/hotel-sandeep-dehu-road,Hotel Sandeep,0,2.9,Based on 16 votes,+91 9960832739 +91 9158690385,Dehu Road,₹500,"Chinese, North Indian",Casual Dining
https://www.zomato.com/pune/rohith-snack-centre-chinchwad,Rohith Snack Centre,0,2.9,59  votes,+91 7447515122 +91 7028127426,Chinchwad,Not Present,"South Indian, Fast Food","Takeaway, Delivery"
https://www.zomato.com/pune/kbc-sinhgad-road,KBC,0,3.3,54  votes,+91 7447447717 +91 8055550555,Sinhgad Road,₹600,North Indian,Quick Bites
https://www.zomato.com/pune/china-gate-nigdi,China Gate,0,3.3,Based on 19 votes,+91 8625091564 +91 8805222558,Nigdi,₹300,Chinese,Quick Bites
https://www.zomato.com/pune/online-veg-non-veg-kitchen-sinhgad-road,Online Veg-Non Veg Kitchen,0,2.8,Based on 6 votes,+91 7385525141,Sinhgad Road,₹400,North Indian,Quick Bites
https://www.zomato.com/pune/rangaas-by-chef-sanjiv-bhosari,Rangaa's By Chef Sanjiv,0,3.1,Based on 5 votes,+91 8805115627,Bhosari,₹400,"Fast Food, Pizza",Quick Bites
https://www.zomato.com/pune/jo-marzi-cafe-snacks-pimpri,Jo Marzi Cafe & Snacks,0,3.3,Based on 10 votes,+91 9011094270,Pimpri,Not Present,"South Indian, Fast Food, Ice Cream, Beverages",Casual
https://www.zomato.com/pune/combo-factory-wagholi,Combo Factory,0,-,0,+91 7972819039,Wagholi,Not Present,North Indian,Delivery
https://www.zomato.com/pune/hotel-mh44-wakad,Hotel MH44,0,3.5,34  votes,+91 8888230260 +91 9049895011,Wakad,₹400,"Maharashtrian, North Indian",Quick Bites
https://www.zomato.com/pune/rajeshahi-veg-non-veg-family-restaurant-pimpri,Rajeshahi Veg & Non Veg Family Restaurant,0,3.3,Based on 12 votes,+91 9049800370,Pimpri,₹500,"North Indian, Mughlai",Quick Bites
https://www.zomato.com/pune/brunch-n-munch-hinjawadi,Brunch 'N' Munch,0,3.2,Based on 16 votes,+91 9975648749,Hinjawadi,₹400,Fast Food,Quick Bites
https://www.zomato.com/pune/hotel-sai-darbar-wadgaon-sheri,Hotel Sai Darbar,0,3.1,Based on 12 votes,+91 8999085382,Wadgaon Sheri,₹400,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/laziz-hydrabadi-biryani-kothrud,Laziz Hydrabadi Biryani,0,-,0,+91 7620978464 +91 8329059606,Kothrud,Not Present,Biryani,"Takeaway, Delivery"
https://www.zomato.com/pune/mast-banarasi-paan-wakad,Mast Banarasi Paan,0,-,0,+91 8007700008,Wakad,₹100,Paan,Paan Shop
https://www.zomato.com/pune/fruits-junction-dange-chowk,Fruits Junction,0,3.1,Based on 6 votes,+91 9922840369,Dange Chowk,₹100,"Healthy Food, Juices, Ice Cream",Quick Bites
https://www.zomato.com/pune/raj-palace-hotel-koregaon-bhima,Raj Palace Hotel,0,3.3,Based on 10 votes,+91 8888737797,Koregaon Bhima,₹800,Maharashtrian,Casual Dining
https://www.zomato.com/pune/cafe-good-day-1-wanowrie,Cafe Good Day,0,3.5,Based on 23 votes,+91 9112214449,Wanowrie,₹200,Fast Food,Quick Bites
https://www.zomato.com/pune/annapurna-tarangan-parvati,Annapurna Tarangan,0,3.2,Based on 8 votes,+91 8446702659,Parvati,₹300,Maharashtrian,Quick Bites
https://www.zomato.com/pune/u-p-wala-viman-nagar,U.P Wala,0,3.1,Based on 12 votes,+91 9833834303 +91 7767950888,Viman Nagar,₹300,"Mithai, North Indian","Sweet Shop, Quick Bites"
https://www.zomato.com/pune/all-day-breakfast-wadgaon-sheri,All Day Breakfast,0,3.6,Based on 12 votes,+91 7350003044,Wadgaon Sheri,Not Present,"American, European",Delivery
https://www.zomato.com/pune/persian-restaurant-camp-area,Persian Restaurant,0,3.3,10  votes,+91 8605255216,Camp Area,₹500,"Chinese, Seafood",Quick Bites
https://www.zomato.com/pune/spice-of-delhi-kharadi,Spice of Delhi,0,2.9,Based on 13 votes,+91 8412828995,Kharadi,₹450,"North Indian, South Indian, Chinese, Fast Food",Food Court
https://www.zomato.com/pune/savlahari-mastani-pot-ice-cream-wadgaon-sheri,Savlahari Mastani & Pot Ice-Cream,0,3.2,Based on 14 votes,+91 9689648500,Wadgaon Sheri,₹250,"Ice Cream, Beverages",Dessert Parlor
https://www.zomato.com/pune/red-jack-wakad,Red Jack,0,3.4,Based on 34 votes,+91 9970950069 +91 7744853003,Wakad,₹800,"North Indian, Chinese, Continental",Casual Dining
https://www.zomato.com/pune/mr-dosa-kharadi,Mr. Dosa,0,2.6,11  votes,+91 8412828995,Kharadi,₹200,South Indian,Quick Bites
https://www.zomato.com/pune/chef-spice-magarpatta,Chef & Spice,0,3.9,Based on 53 votes,+91 9850297297 +91 9149933205,Magarpatta,₹400,"Cafe, Italian, North Indian, Chinese",Café
https://www.zomato.com/pune/sendur-saravana-bhavan-pashan,Sendur Saravana Bhavan,0,3.4,Based on 14 votes,+91 8180069576,Pashan,Not Present,South Indian,Takeaway
https://www.zomato.com/pune/s-k-hotel-mutton-bhakari-koregaon-park,S K Hotel Mutton Bhakari,0,-,0,+91 9503548535,Koregaon Park,₹200,Maharashtrian,Dhaba
https://www.zomato.com/pune/laziz-pizza-3-ravet,Laziz Pizza,0,3.6,41  votes,+91 7720014567,Ravet,₹300,"Pizza, Fast Food",Quick Bites
https://www.zomato.com/pune/the-village-dhaba-hinjawadi,The Village Dhaba,0,3.3,Based on 11 votes,+91 9527524844 +91 9511631750,Hinjawadi,₹400,"North Indian, Maharashtrian",Quick Bites
https://www.zomato.com/pune/sakshi-biryani-house-hadapsar,Sakshi Biryani House,0,3.1,67  votes,+91 9765384687,Hadapsar,₹300,"North Indian, Biryani, Maharashtrian",Casual Dining
https://www.zomato.com/pune/dakshin-rasoi-hadapsar,Dakshin Rasoi,0,3.2,Based on 19 votes,+91 9867637123,Hadapsar,₹400,South Indian,Quick Bites
https://www.zomato.com/pune/k9-family-restaurant-mundhwa,K9 Family Restaurant,0,3.2,12  votes,+91 8411835220 +91 8087229220,Mundhwa,₹400,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/hotel-kaveri-1-yerawada,Hotel Kaveri,0,2.9,Based on 8 votes,+91 9823564183,Yerawada,₹550,"Maharashtrian, North Indian",Quick Bites
https://www.zomato.com/pune/masala-co-viman-nagar,Masala & Co.,0,3.8,71  votes,+91 9518389406 +91 9518367456,Viman Nagar,Not Present,"North Indian, Chinese, Fast Food","Takeaway, Delivery"
https://www.zomato.com/pune/hotel-ghanshyam-narhe,Hotel Ghanshyam,0,3.1,Based on 10 votes,+91 9673403939,Narhe,₹400,"North Indian, Maharashtrian, Biryani, Chinese",Quick Bites
https://www.zomato.com/pune/the-local-baner,The Local,0,2.8,10  votes,+91 8087539456,Baner,₹350,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/vrindavan-pure-veg-pimpri,Vrindavan Pure Veg,0,3.2,Based on 6 votes,+91 9822282652,Pimpri,₹400,"North Indian, Maharashtrian",Quick Bites
https://www.zomato.com/pune/tangelo-mastiff-hotel-viman-nagar,Tangelo - Mastiff Hotel,0,-,0,+91 9021901791,Viman Nagar,₹800,"North Indian, Chinese, Continental",Quick Bites
https://www.zomato.com/pune/fusion-woods-cafe-talegaon,Fusion Woods Cafe,0,-,0,+91 9890472949,Talegaon,₹500,"Fast Food, Chinese",Quick Bites
https://www.zomato.com/pune/jagdamb-wakad,Jagdamb,0,-,0,+91 7385282000 +91 8605584802,Wakad,Not Present,Maharashtrian,Casual
https://www.zomato.com/pune/hotel-shalimar-wakad,Hotel Shalimar,0,3.0,Based on 4 votes,+91 8147471515 +91 8147471616,Wakad,Not Present,"North Indian, Chinese, Biryani","Takeaway, Delivery"
https://www.zomato.com/pune/hotel-jijau-1-kondhwa,Hotel Jijau,0,-,0,+91 9850008747,Kondhwa,₹600,Chinese,Casual Dining
https://www.zomato.com/pune/hotel-rajgad-chinchwad,Hotel Rajgad,0,-,0,+91 7218148621,Chinchwad,₹300,Maharashtrian,Quick Bites
https://www.zomato.com/pune/fresh-chapati-center-and-gharguti-bhojanalya-aundh,Fresh Chapati Center And Gharguti Bhojanalya,0,-,0,+91 9657716754 +91 7410551144,Aundh,₹250,"Maharashtrian, North Indian",Bhojanalya
https://www.zomato.com/pune/cafe-pizza-bites-kothrud,Cafe Pizza Bites,0,3.7,Based on 69 votes,+91 9696379191,Kothrud,Not Present,"Fast Food, Pizza","Takeaway, Delivery"
https://www.zomato.com/pune/montys-kitchen-lohegaon,Monty's Kitchen,0,-,0,+91 7798887145,Lohegaon,₹500,"North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/hotel-chilaapi-sinhgad-road,Hotel Chilaapi,0,-,0,+91 9158794697,Sinhgad Road,₹400,Malwani,Quick Bites
https://www.zomato.com/pune/hotel-garva-garden-restaurant-veg-non-veg-talegaon,Hotel Garva Garden Restaurant Veg Non Veg,0,-,0,+91 9011408877,Talegaon,₹500,"North Indian, Mughlai, Malwani",Quick Bites
https://www.zomato.com/pune/hotel-jagdamba-talegaon,Hotel Jagdamba,0,3.2,Based on 8 votes,+91 9604628874,Talegaon,₹500,"Maharashtrian, North Indian, Chinese",Quick Bites
https://www.zomato.com/pune/green-veg-sinhgad-road,Green Veg,0,-,0,+91 9960592426,Sinhgad Road,₹350,"North Indian, Fast Food",Quick Bites
https://www.zomato.com/pune/jagdamb-anda-center-katraj,Jagdamb Anda Center,0,3.1,Based on 5 votes,+91 9049296814 +91 9589297330,Katraj,₹200,"Street Food, Fast Food",Quick Bites
https://www.zomato.com/pune/ganraj-pure-veg-parvati,Ganraj Pure Veg,0,-,0,+91 9850859368,Parvati,₹450,"Maharashtrian, North Indian",Quick Bites
https://www.zomato.com/pune/nashta-xpress-by-sk-wadewale-kharadi,Nashta Xpress by SK Wadewale,0,3.5,Na základě 28 hlasů,+91 8530008855,Kharadi,₹300,"Street Food, Maharashtrian, Tea",Quick Bites
https://www.zomato.com/pune/kumaon-rassoi-hinjawadi,Kumaon Rassoi,0,3.5,Based on 18 votes,+91 8788147931,Hinjawadi,₹300,"Chinese, North Indian",Quick Bites
https://www.zomato.com/pune/frozen-spoon-amul-ice-cream-parlor-hinjawadi,Frozen Spoon Amul Ice Cream Parlor,0,-,0,+91 7276041495,Hinjawadi,₹150,Ice Cream,Dessert Parlor
https://www.zomato.com/pune/shree-krishna-sandwiches-fries-and-shakes-camp-area,Shree Krishna Sandwiches Fries And Shakes,0,3.2,Based on 6 votes,+91 8888844701,Camp Area,₹400,"Sandwich, Beverages, Fast Food",Quick Bites
https://www.zomato.com/pune/wifi-tea-irani-cafe-pimple-saudagar,WiFi Tea Irani Cafe,0,3.2,Based on 7 votes,+91 9373038741,Pimple Saudagar,₹100,Street Food,Quick Bites
https://www.zomato.com/pune/coastal-culture-restaurant-baner,Coastal Culture Restaurant,0,3.6,Based on 17 votes,+91 9420930303 +91 7977584761,Baner,"₹1,000","North Indian, Continental, Chinese, Mangalorean",Casual Dining
https://www.zomato.com/pune/guavaz-crravings-the-sundae-lounge-kalyani-nagar,Guavaz Crravings The Sundae Lounge,0,3.8,Based on 20 votes,+91 9021009559,Kalyani Nagar,₹400,Desserts,Dessert Parlor
https://www.zomato.com/pune/harman-chaiwala-sadashiv-peth,Harman Chaiwala,0,-,0,+91 9975271462,Sadashiv Peth,₹300,"Tea, North Indian",Quick Bites
https://www.zomato.com/pune/coffee-with-friends-mundhwa,Coffee With Friends,0,-,0,+91 9359091567,Mundhwa,₹300,"Cafe, Fast Food",Café
https://www.zomato.com/pune/jai-tulja-bhavani-jagdamba-ravet,Jai Tulja Bhavani Jagdamba,0,-,0,+91 9145769674 +91 9942782727,Ravet,₹500,"North Indian, Maharashtrian",Quick Bites
https://www.zomato.com/pune/nawabo-100-biryani-ravet,Nawabo 100% Biryani,0,3.3,Based on 11 votes,+91 8625078955,Ravet,₹800,"Biryani, North Indian",Casual Dining
https://www.zomato.com/pune/dai-zou-wadgaon-sheri,Dai Zou,0,3.5,Based on 19 votes,+91 7378805550,Wadgaon Sheri,Not Present,Chinese,"Takeaway, Delivery"
https://www.zomato.com/pune/ruchkar-poli-bhaji-kendra-karve-nagar,Ruchkar Poli Bhaji Kendra,0,-,0,+91 9763712102 +91 8329004510,Karve Nagar,₹200,Fast Food,Quick Bites
https://www.zomato.com/pune/krishna-veg-viman-nagar,Krishna Veg,0,3.2,Based on 6 votes,+91 8380016999 +91 9822056563,Viman Nagar,₹700,"North Indian, Chinese, South Indian, Fast Food",Quick Bites
https://www.zomato.com/pune/hotel-laxmi-pure-veg-balewadi,Hotel Laxmi Pure Veg,0,-,0,+91 9970446777,Balewadi,₹300,Maharashtrian,Quick Bites
https://www.zomato.com/pune/a1-chikki-4-lonavala,A1 Chikki,0,3.2,Based on 5 votes,+91 9923072440,Lonavala,₹300,Mithai,Sweet Shop
https://www.zomato.com/pune/kbc-baner,KBC,0,3.2,7  votes,+91 8796567960,Baner,₹600,"Biryani, Fast Food, North Indian",Casual Dining
https://www.zomato.com/pune/snow-peaks-magarpatta,Snow Peaks,0,3.5,15  votes,+91 9175394135,Magarpatta,Not Present,"Ice Cream, Beverages",Delivery
https://www.zomato.com/pune/affamato-wadgaon-sheri,Affamato,0,3.6,Based on 38 votes,+91 7304408809 +91 8208144266,Wadgaon Sheri,Not Present,"American, Italian","Takeaway, Delivery"
https://www.zomato.com/pune/anna-singh-kothrud,Anna Singh,0,3.7,Based on 43 votes,+91 9130272672,Kothrud,₹550,"North Indian, South Indian, Street Food",Quick Bites
https://www.zomato.com/pune/the-noodle-place-katraj,The Noodle Place,0,3.3,Based on 8 votes,+91 7249377777,Katraj,₹300,Chinese,Quick Bites
https://www.zomato.com/pune/desi-paratha-hinjawadi,Desi Paratha,0,3.2,44  votes,+91 9000699262 +91 8485053546,Hinjawadi,₹300,"North Indian, Lebanese",Quick Bites
https://www.zomato.com/pune/royal-pavbhaji-juice-bar-katraj,Royal Pavbhaji & Juice Bar,0,3.6,Based on 26 votes,+91 8007667660,Katraj,₹300,"Street Food, Juices",Food Court
https://www.zomato.com/pune/the-upper-deck-by-sadashib-resto-bar-chandan-nagar,The Upper Deck By Sadashib Resto Bar,0,3.1,Based on 6 votes,+91 8605506363,Chandan Nagar,"₹1,500","North Indian, Chinese","Bar, Casual Dining"
https://www.zomato.com/pune/biryani-express-hinjawadi,Biryani Express,0,2.9,Based on 5 votes,+91 8087435491,Hinjawadi,Not Present,Biryani,"Takeaway, Delivery"
https://www.zomato.com/pune/banarasi-tadka-hinjawadi,Banarasi Tadka,0,-,0,+91 9170313824,Hinjawadi,₹500,North Indian,Casual Dining
https://www.zomato.com/pune/cafe-choco-craze-1-sadashiv-peth,Cafe Choco Craze,0,-,0,+91 9766256728,Sadashiv Peth,₹500,"Cafe, Fast Food, Beverages",Café
https://www.zomato.com/pune/foodie-stop-1-wakad,Foodie Stop,0,3.6,89  votes,+91 9763576577 020 65100577,Wakad,₹400,"Fast Food, Beverages",Quick Bites
https://www.zomato.com/pune/cafe-freddo-sinhgad-road,Cafe Freddo,0,3.6,Based on 36 votes,+91 8830588802,Sinhgad Road,₹500,"Cafe, Fast Food, Beverages",Café
https://www.zomato.com/pune/manveer-dining-hall-1-wakad,Manveer Dining Hall,0,3.3,Based on 19 votes,+91 8888809011 +91 7507474440,Wakad,₹200,Rajasthani,Quick Bites
